move_key,name_en,name_es,type_key,category_key,power,accuracy,pp,priority,targeting_key,makes_contact,is_sound,is_pulse,is_punch,is_bite,is_slashing,is_status,effect_short_en,effect_short_es,effect_long_en,effect_long_es,source_key
gigaton_hammer,Gigaton Hammer,Gigaton Hammer,steel,physical,160,100,5,,unknown,0,0,0,0,0,0,0,The user swings its whole body around to attack with its huge hammer. This move can't be used twice in a row.,,The user swings its whole body around to attack with its huge hammer. This move can't be used twice in a row.,,championslab
glare,Glare,Deslumbrar,normal,status,,100,20,,unknown,0,0,0,0,0,0,1,Paralyzes the target.,Intimida y asusta al objetivo con la mirada para dejarlo paralizado.,Paralyzes the target.,Intimida y asusta al objetivo con la mirada para dejarlo paralizado.,championslab
grass_knot,Grass Knot,Hierba Lazo,grass,special,,100,20,,unknown,0,0,0,0,0,0,0,"The user snares the target with grass and trips it. The heavier the target, the greater the move's power.","Enreda al objetivo con hierba y lo derriba. Cuanto más pesado es el objetivo, más daño inflige.","The user snares the target with grass and trips it. The heavier the target, the greater the move's power.","Enreda al objetivo con hierba y lo derriba. Cuanto más pesado es el objetivo, más daño inflige.",championslab
grassy_glide,Grassy Glide,Fitoimpulso,grass,physical,55,100,20,,unknown,0,0,0,0,0,0,0,"Gliding on the ground, the user attacks the target. This move always goes first on Grassy Terrain.",Ataca al objetivo deslizándose sobre el terreno de combate. Este movimiento tiene prioridad alta cuando el terreno está cubierto por un campo de hierba.,"Gliding on the ground, the user attacks the target. This move always goes first on Grassy Terrain.",Ataca al objetivo deslizándose sobre el terreno de combate. Este movimiento tiene prioridad alta cuando el terreno está cubierto por un campo de hierba.,championslab
grassy_terrain,Grassy Terrain,Campo de Hierba,grass,status,,,10,,unknown,0,0,0,0,0,0,1,The user turns the ground into Grassy Terrain for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.,Convierte el terreno de combate en un campo de hierba durante cinco turnos. Los Pokémon que estén en el suelo recuperan PS en cada turno.,The user turns the ground into Grassy Terrain for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.,Convierte el terreno de combate en un campo de hierba durante cinco turnos. Los Pokémon que estén en el suelo recuperan PS en cada turno.,championslab
grav_apple,Grav Apple,Fuerza G,grass,physical,90,100,10,,unknown,0,0,0,0,0,0,0,The user inflicts damage by dropping an apple from high above. This also lowers the target’s Defense stat.,El usuario ataca haciendo caer una manzana desde gran altura. Disminuye la Defensa del objetivo.,The user inflicts damage by dropping an apple from high above. This also lowers the target’s Defense stat.,El usuario ataca haciendo caer una manzana desde gran altura. Disminuye la Defensa del objetivo.,championslab
gravity,Gravity,Gravedad,psychic,status,,,5,,unknown,0,0,0,0,0,0,1,Enables Flying types or Pokémon with the Levitate Ability to be hit by Ground-type moves for five turns. Moves that involve flying can't be used.,"La gravedad aumenta durante cinco turnos, lo que impide acciones que impliquen volar o levitar.",Enables Flying types or Pokémon with the Levitate Ability to be hit by Ground-type moves for five turns. Moves that involve flying can't be used.,"La gravedad aumenta durante cinco turnos, lo que impide acciones que impliquen volar o levitar.",championslab
growth,Growth,Desarrollo,normal,status,,,20,,unknown,0,0,0,0,0,0,1,"The user's body grows all at once, boosting the Attack and Sp. Atk stats.",El cuerpo del usuario crece a marchas forzadas y aumenta el Ataque y el Ataque Especial.,"The user's body grows all at once, boosting the Attack and Sp. Atk stats.",El cuerpo del usuario crece a marchas forzadas y aumenta el Ataque y el Ataque Especial.,championslab
guard_split,Guard Split,Isoguardia,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user employs its psychic power to average its Defense and Sp. Def stats with those of the target.,El usuario emplea sus poderes para hacer la media de su Defensa y Defensa Especial con las de su objetivo y compartirlas.,The user employs its psychic power to average its Defense and Sp. Def stats with those of the target.,El usuario emplea sus poderes para hacer la media de su Defensa y Defensa Especial con las de su objetivo y compartirlas.,championslab
guard_swap,Guard Swap,Cambiadefensa,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.,El usuario emplea su poder mental para intercambiar los cambios en Defensa y Defensa Especial con el objetivo.,The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.,El usuario emplea su poder mental para intercambiar los cambios en Defensa y Defensa Especial con el objetivo.,championslab
guillotine,Guillotine,Guillotina,normal,physical,,30,5,,unknown,0,0,0,0,0,0,0,A vicious tearing attack with big pincers. The target faints instantly if this attack hits.,Ataque con pinzas que debilita al oponente de un golpe si acierta.,A vicious tearing attack with big pincers. The target faints instantly if this attack hits.,Ataque con pinzas que debilita al oponente de un golpe si acierta.,championslab
gunk_shot,Gunk Shot,Lanzamugre,poison,physical,120,80,5,,unknown,0,0,0,0,0,0,0,The user shoots filthy garbage at the target to attack. This may also poison the target.,Lanza contra el objetivo basura asquerosa. Puede envenenar al objetivo.,The user shoots filthy garbage at the target to attack. This may also poison the target.,Lanza contra el objetivo basura asquerosa. Puede envenenar al objetivo.,championslab
gyro_ball,Gyro Ball,Giro Bola,steel,physical,,100,5,,unknown,0,0,0,0,0,0,0,"The user tackles the target with a high-speed spin. The slower the user is than the target, the greater the move's power.","Embiste al objetivo con un potente ataque giratorio. Cuanto más lento es el usuario, más daño causa.","The user tackles the target with a high-speed spin. The slower the user is than the target, the greater the move's power.","Embiste al objetivo con un potente ataque giratorio. Cuanto más lento es el usuario, más daño causa.",championslab
hammer_arm,Hammer Arm,Machada,fighting,physical,100,90,10,,unknown,0,0,0,0,0,0,0,"The user swings its strong, heavy fist at the target to inflict damage. This also lowers the user's Speed stat.","Gira con fuerza el puño y da un gran golpe. No obstante, baja la Velocidad.","The user swings its strong, heavy fist at the target to inflict damage. This also lowers the user's Speed stat.","Gira con fuerza el puño y da un gran golpe. No obstante, baja la Velocidad.",championslab
hard_press,Hard Press,Prensa Metálica,steel,physical,0,100,10,,unknown,0,0,0,0,0,0,0,"The target is crushed with an arm, a claw, or the like to inflict damage. The more HP the target has left, the greater the move's power.",,"The target is crushed with an arm, a claw, or the like to inflict damage. The more HP the target has left, the greater the move's power.",,championslab
haze,Haze,Niebla,ice,status,,,30,,unknown,0,0,0,0,0,0,1,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.,Neblina que elimina los cambios de características de todos los Pokémon en combate.,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.,Neblina que elimina los cambios de características de todos los Pokémon en combate.,championslab
head_smash,Head Smash,Testarazo,rock,physical,150,80,5,,unknown,0,0,0,0,0,0,0,The user attacks the target with a hazardous full-power headbutt. This also damages the user terribly.,El usuario arriesga su vida y lanza un cabezazo con toda su fuerza. El agresor resulta seriamente dañado.,The user attacks the target with a hazardous full-power headbutt. This also damages the user terribly.,El usuario arriesga su vida y lanza un cabezazo con toda su fuerza. El agresor resulta seriamente dañado.,championslab
headbutt,Headbutt,Golpe Cabeza,normal,physical,70,100,15,,unknown,0,0,0,0,0,0,0,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.,Lanza un potente cabezazo que puede hacer retroceder al objetivo.,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.,Lanza un potente cabezazo que puede hacer retroceder al objetivo.,championslab
headlong_rush,Headlong Rush,Headlong Rush,ground,physical,120,100,5,,unknown,0,0,0,0,0,0,0,Lowers the user's Defense and Sp. Def stats by 1 stage.,,Lowers the user's Defense and Sp. Def stats by 1 stage.,,championslab
heal_bell,Heal Bell,Campana Cura,normal,status,,,5,,unknown,0,0,0,0,0,0,1,The user makes a soothing bell chime to cure the status conditions of all its fellow party Pokémon and allies.,Tañido que cura los problemas de estado de todos los Pokémon del equipo.,The user makes a soothing bell chime to cure the status conditions of all its fellow party Pokémon and allies.,Tañido que cura los problemas de estado de todos los Pokémon del equipo.,championslab
heal_pulse,Heal Pulse,Pulso Cura,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,The user emits a healing pulse that restores the target's HP by up to half its max HP.,Una onda curativa restaura los PS del objetivo a la mitad de su máximo.,The user emits a healing pulse that restores the target's HP by up to half its max HP.,Una onda curativa restaura los PS del objetivo a la mitad de su máximo.,championslab
healing_wish,Healing Wish,Deseo Cura,psychic,status,,,10,,unknown,0,0,0,0,0,0,1,"The user faints. In return, the Pokémon taking its place will have its HP restored and status conditions cured.","El Pokémon cae debilitado, pero su sustituto recupera su estado y los PS.","The user faints. In return, the Pokémon taking its place will have its HP restored and status conditions cured.","El Pokémon cae debilitado, pero su sustituto recupera su estado y los PS.",championslab
heat_crash,Heat Crash,Golpe Calor,fire,physical,,100,20,,unknown,0,0,0,0,0,0,0,The more the user outweighs the target the greater this move's power (ranging between 40 and 120). If the target has the Minimized status this move's power is doubled and it will be sure to hit.,"El usuario ataca con su cuerpo ardiente. Cuanto mayor sea su peso comparado con el del objetivo, más daño causará.",The more the user outweighs the target the greater this move's power (ranging between 40 and 120). If the target has the Minimized status this move's power is doubled and it will be sure to hit.,"El usuario ataca con su cuerpo ardiente. Cuanto mayor sea su peso comparado con el del objetivo, más daño causará.",championslab
heat_wave,Heat Wave,Onda Ígnea,fire,special,95,90,10,,unknown,0,0,0,0,0,0,0,Exhales a hot breath on the foe. May inflict a burn.,Provoca un viento abrasador que puede quemar al objetivo.,Exhales a hot breath on the foe. May inflict a burn.,Provoca un viento abrasador que puede quemar al objetivo.,championslab
heavy_slam,Heavy Slam,Cuerpo Pesado,steel,physical,,100,10,,unknown,0,0,0,0,0,0,0,"The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move's power.","El usuario golpea con todo su cuerpo. Cuanto mayor sea su peso comparado con el del objetivo, más daño causará.","The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move's power.","El usuario golpea con todo su cuerpo. Cuanto mayor sea su peso comparado con el del objetivo, más daño causará.",championslab
